Accession1,Accession2,Similarity_Score
A8MPY1,P35563,0.08
A8MPY1,Q75NA5,0.24
A8MPY1,O70212,0.08
A8MPY1,P18508,0.23
A8MPY1,P22771,0.27
A8MPY1,P07510,0.06
A8MPY1,P24524,0.28
A8MPY1,P48181,0.06
A8MPY1,P10064,0.22
A8MPY1,Q9D6F4,0.23
A8MPY1,Q8N1C3,0.24
A8MPY1,Q07001,0.05
A8MPY1,Q9GZZ6,0.07
A8MPY1,Q16445,0.25
A8MPY1,P30532,0.06
A8MPY1,P14867,0.22
A8MPY1,P23416,0.27
A8MPY1,P43143,0.08
A8MPY1,P63080,0.33
A8MPY1,O09028,0.29
A8MPY1,P02718,0.07
A8MPY1,P02708,0.05
A8MPY1,Q05901,0.07
A8MPY1,Q8R493,0.07
A8MPY1,P18505,0.32
A8MPY1,P78334,0.21
A8MPY1,P30191,0.25
A8MPY1,P22723,0.24
A8MPY1,P46098,0.08
A8MPY1,P02714,0.06
A8MPY1,P26048,0.21
A8MPY1,P25109,0.06
A8MPY1,P23979,0.08
A8MPY1,O75311,0.28
A8MPY1,Q9JJ16,0.06
A8MPY1,P23415,0.27
A8MPY1,O70174,0.06
A8MPY1,P25162,0.05
A8MPY1,P08219,0.22
A8MPY1,P09660,0.06
A8MPY1,P48169,0.23
A8MPY1,Q8WXA8,0.06
A8MPY1,P09690,0.06
A8MPY1,P16305,0.25
A8MPY1,P47869,0.21
A8MPY1,P43681,0.06
A8MPY1,P22300,0.24
A8MPY1,P25108,0.06
A8MPY1,P47742,0.57
A8MPY1,Q9JLF1,0.27
A8MPY1,P34903,0.22
A8MPY1,P12391,0.07
A8MPY1,P02712,0.06
A8MPY1,Q9R0W9,0.08
A8MPY1,P50572,0.59
A8MPY1,P20420,0.07
A8MPY1,P10063,0.21
A8MPY1,P04756,0.06
A8MPY1,P08220,0.33
A8MPY1,P28476,0.57
A8MPY1,P11230,0.06
A8MPY1,P04757,0.08
A8MPY1,P20236,0.22
A8MPY1,P28472,0.33
A8MPY1,P23574,0.25
A8MPY1,Q9N587,0.05
A8MPY1,Q9ES14,0.19
A8MPY1,Q8BHJ7,0.22
A8MPY1,P09482,0.06
A8MPY1,Q05941,0.07
A8MPY1,Q9R0Y8,0.25
A8MPY1,Q9UGM1,0.08
A8MPY1,P12390,0.07
A8MPY1,P07727,0.26
A8MPY1,O00591,0.29
A8MPY1,Q9JHJ5,0.06
A8MPY1,P36544,0.06
A8MPY1,P63079,0.33
A8MPY1,P20237,0.23
A8MPY1,P22933,0.27
A8MPY1,P47870,0.31
A8MPY1,P20781,0.26
A8MPY1,P24046,0.58
A8MPY1,P50571,0.32
A8MPY1,P31644,0.22
A8MPY1,Q15822,0.06
A8MPY1,P09483,0.06
A8MPY1,O95264,0.07
A8MPY1,Q15825,0.08
A8MPY1,Q23022,0.06
A8MPY1,Q99928,0.23
A8MPY1,A5X5Y0,0.07
A8MPY1,P32297,0.08
A8MPY1,P62813,0.22
A8MPY1,P12389,0.06
A8MPY1,Q9UN88,0.26
A8MPY1,P26049,0.21
P0AF14,Q9KPI8,0.6
P0AF14,P0AF12,1
P23905,P02924,0.07
P23905,P0AEE5,0.95
P23905,P39265,0.08
P23905,P02925,0.11
P33905,P12746,0.11
P33905,P35327,0.11
P33905,P07026,0.11
P33905,P25084,0.1
P33905,P55407,0.22
P13100,P9WFR9,0.38
P13100,Q27793,0.57
P13100,P45352,0.6
P13100,P0CI79,0.25
P13100,P07607,0.61
P13100,P13922,0.56
P13100,P04818,0.6
P13100,Q834R3,0.41
P13100,P12461,0.66
P13100,Q07422,0.58
P13100,P00469,0.4
P13100,P0A884,0.41
O70344,Q63881,0.21
O70344,P16389,0.23
O70344,P51787,1.02
O70344,Q14003,0.18
O70344,Q9NSA2,0.21
O70344,P25122,0.19
O70344,Q98GN8,0.14
O70344,P22460,0.22
O70344,Q16322,0.2
O70344,O88943,0.66
O70344,P0A333,0.13
O70344,Q96PR1,0.19
O70344,O43526,0.66
O70344,P56696,0.63
O70344,Q92953,0.2
O70344,P22459,0.23
O70344,Q9NR82,0.66
O70344,P48547,0.18
O70344,Q9UK17,0.21
O70344,P0A334,0.13
O70344,O43525,0.6
O70344,P22001,0.25
O70344,Q09470,0.22
O70344,Q96RP8,0.21
O70344,Q03721,0.18
O70344,P17658,0.21
O70344,P15387,0.2
O70344,Q9NZV8,0.21
O70344,Q14721,0.2
P43354,P37238,0.11
P43354,P10276,0.16
P43354,O35627,0.09
P43354,P23204,0.1
P43354,P49881,0.12
P43354,P10828,0.12
P43354,Q59FW3,0.13
P43354,P51450,0.08
P43354,Q03181,0.1
P43354,P18113,0.12
P43354,P19785,0.13
P43354,Q07869,0.09
P43354,P37230,0.1
P43354,P55055,0.11
P43354,Q9Y5X4,0.1
P43354,P22199,0.09
P43354,Q14541,0.12
P43354,Q96RI1,0.1
P43354,O95718,0.15
P43354,P51449,0.08
P43354,P06537,0.09
P43354,P11473,0.07
P43354,P28700,0.16
P43354,O00482,0.1
P43354,P04150,0.09
P43354,Q62986,0.12
P43354,Q13133,0.13
P43354,P35396,0.1
P43354,P15207,0.08
P43354,P08235,0.09
P43354,Q05343,0.16
P43354,P49884,0.13
P43354,O08537,0.12
P43354,P06211,0.13
P43354,P62508,0.15
P43354,P18911,0.15
P43354,P37231,0.11
P43354,P11474,0.12
P43354,P10589,0.14
P43354,Q13285,0.09
P43354,P06186,0.08
P43354,Q14994,0.08
P43354,P06536,0.08
P43354,P10275,0.08
P43354,P28702,0.14
P43354,P19091,0.08
P43354,O88275,0.11
P43354,P41235,0.12
P43354,Q92731,0.12
P43354,P22605,0.16
P43354,P07812,0.08
P43354,P11416,0.15
P43354,P13053,0.1
P43354,Q5BJR8,0.15
P43354,P28704,0.14
P43354,P10826,0.16
P43354,P06401,0.08
P43354,O42392,0.1
P43354,P19793,0.16
P43354,P22736,0.47
P43354,O75469,0.09
P43354,P49116,0.09
P43354,P03372,0.13
P43354,P48443,0.15
P43354,P63059,0.12
P43354,P35398,0.09
P43354,O18531,0.12
P43354,P10827,0.12
P43354,Q92753,0.08
P43354,Q63449,0.08
P43354,P34021,0.12
P43354,Q28037,0.09
P43354,P49743,0.14
P43354,P13631,0.15
P43354,P28705,0.15
O43184,P78536,0.05
O43184,Q9Z0F8,0.05
O43184,Q9UKQ2,0.22
O43184,O14672,0.04
O43184,Q9UNA0,0.04
O43184,Q13443,0.27
O43184,O75173,0.04
O43184,P83512,0.12
P10111,P45877,0.55
P10111,P30405,0.81
P10111,P62937,0.97
P10111,Q13427,0.48
P10111,O43447,0.55
P10111,P23284,0.62
P10111,P0AFL3,0.18
O60733,Q59H18,0.05
O60733,O75762,0.04
O60733,Q96KQ7,0.04
O60733,Q6RI86,0.04
O60733,Q8NFD2,0.06
O60733,Q13418,0.04
O60733,Q9H2K2,0.04
O60733,Q6PFX9,0.04
O60733,P19838,0.04
O60733,Q9Z148,0.04
O60733,P53355,0.05
O60733,Q05921,0.04
O60733,Q8BLA8,0.04
O60733,Q3UES3,0.04
O60733,Q00653,0.04
O60733,P25963,0.03
O60733,O95271,0.04
O60733,Q9H9B1,0.04
O60733,P57078,0.06
Q3ZCM7,P83888,0.32
Q3ZCM7,Q13748,0.37
Q3ZCM7,P02550,0.37
Q3ZCM7,Q6PEY2,0.37
Q3ZCM7,P68363,0.38
Q3ZCM7,Q9BVA1,0.87
Q3ZCM7,P68366,0.38
Q3ZCM7,P68371,0.87
Q3ZCM7,Q13885,0.86
Q3ZCM7,Q71U36,0.37
Q3ZCM7,Q13509,0.85
Q3ZCM7,F1L7U3,0.82
Q3ZCM7,P02554,0.87
Q3ZCM7,P87066,0.38
Q3ZCM7,P68370,0.37
Q3ZCM7,Q9H853,0.18
Q3ZCM7,Q9UJT0,0.27
Q3ZCM7,Q9BQE3,0.38
Q3ZCM7,Q9UJT1,0.16
Q3ZCM7,P04350,0.86
Q3ZCM7,P23258,0.32
Q3ZCM7,P10875,0.74
Q3ZCM7,P07437,0.86
Q3ZCM7,Q9H4B7,0.75
Q3ZCM7,Q3KRE8,0.87
Q3ZCM7,Q9NY65,0.37
Q3ZCM7,Q6B856,0.87
Q3ZCM7,Q9BUF5,0.83
Q3ZCM7,Q4QRB4,0.84
Q3SYC2,Q6E213,0.41
Q3SYC2,Q96PD7,0.48
Q3SYC2,Q58HT5,0.4
Q9UJ68,P54149,0.88
Q9UJ68,P0A745,0.48
Q8VIH9,Q99500,0.06
Q8VIH9,P41231,0.12
Q8VIH9,P18825,0.09
Q8VIH9,P37288,0.12
Q8VIH9,Q9H1C0,0.1
Q8VIH9,P29276,0.07
Q8VIH9,Q9H244,0.1
Q8VIH9,P51582,0.12
Q8VIH9,Q16581,0.07
Q8VIH9,P21462,0.1
Q8VIH9,P21917,0.06
Q8VIH9,P15823,0.08
Q8VIH9,Q6Y1R5,0.12
Q8VIH9,P18841,0.09
Q8VIH9,P08485,0.07
Q8VIH9,Q8BLD9,0.07
Q8VIH9,Q63634,0.06
Q8VIH9,P21761,0.08
Q8VIH9,P46663,0.07
Q8VIH9,P19020,0.07
Q8VIH9,P25024,0.08
Q8VIH9,P32248,0.1
Q8VIH9,P35346,0.17
Q8VIH9,O08726,0.17
Q8VIH9,P10608,0.08
Q8VIH9,P06199,0.08
Q8VIH9,P22909,0.08
Q8VIH9,P51680,0.11
Q8VIH9,O54814,0.13
Q8VIH9,P41146,0.14
Q8VIH9,P18130,0.1
Q8VIH9,P50391,0.09
Q8VIH9,P08483,0.07
Q8VIH9,P30873,0.17
Q8VIH9,Q00788,0.09
Q8VIH9,P18089,0.08
Q8VIH9,Q01338,0.08
Q8VIH9,P32305,0.09
Q8VIH9,P49652,0.11
Q8VIH9,O60755,0.13
Q8VIH9,P08911,0.08
Q8VIH9,P51685,0.1
Q8VIH9,P41144,0.16
Q8VIH9,P25021,0.07
Q8VIH9,P49019,0.12
Q8VIH9,P30968,0.06
Q8VIH9,P61168,0.08
Q8VIH9,P49682,0.07
Q8VIH9,P48748,0.07
Q8VIH9,P19328,0.08
Q8VIH9,Q924U1,0.11
Q8VIH9,Q9Y5N1,0.06
Q8VIH9,P35344,0.08
Q8VIH9,Q99527,0.1
Q8VIH9,P30555,0.14
Q8VIH9,O43614,0.11
Q8VIH9,O55193,0.12
Q8VIH9,P08172,0.08
Q8VIH9,Q92847,0.12
Q8VIH9,O43613,0.08
Q8VIH9,Q9GJU1,0.08
Q8VIH9,P31390,0.07
Q8VIH9,Q9BXA5,0.09
Q8VIH9,P18090,0.07
Q8VIH9,Q6XKD3,0.07
Q8VIH9,P48145,0.15
Q8VIH9,Q920H4,0.08
Q8VIH9,P51050,0.08
Q8VIH9,P51683,0.11
Q8VIH9,Q96G91,0.06
Q8VIH9,P08908,0.08
Q8VIH9,P10980,0.08
Q8VIH9,P58406,0.06
Q8VIH9,P56481,0.07
Q8VIH9,P55085,0.11
Q8VIH9,O77700,0.08
Q8VIH9,P16177,0.09
Q8VIH9,Q9BDQ5,0.08
Q8VIH9,P97266,0.09
Q8VIH9,P32246,0.13
Q8VIH9,P51679,0.11
Q8VIH9,P79291,0.11
Q8VIH9,P28336,0.13
Q8VIH9,P25100,0.08
Q8VIH9,P30874,0.16
Q8VIH9,P48039,0.08
Q8VIH9,P33534,0.16
Q8VIH9,P04274,0.08
Q8VIH9,P51677,0.1
Q8VIH9,P08588,0.07
Q8VIH9,Q8TDS5,0.08
Q8VIH9,P30728,0.07
Q8VIH9,P19327,0.07
Q8VIH9,P70536,0.08
Q8VIH9,P34969,0.09
Q8VIH9,P31388,0.06
Q8VIH9,Q28838,0.08
Q8VIH9,Q969F8,0.12
Q8VIH9,P30560,0.11
Q8VIH9,Q9ERZ4,0.08
Q8VIH9,Q28044,0.08
Q8VIH9,P30872,0.17
Q8VIH9,P30556,0.13
Q8VIH9,Q96P68,0.11
Q8VIH9,O70526,0.11
Q8VIH9,P35462,0.07
Q8VIH9,P51681,0.11
Q8VIH9,P49288,0.08
Q8VIH9,P16610,0.08
Q8VIH9,P22086,0.09
Q8VIH9,P97583,0.07
Q8VIH9,P34981,0.08
Q8VIH9,Q61224,0.07
Q8VIH9,Q9NPC1,0.07
Q8VIH9,Q9EPX4,0.1
Q8VIH9,P25025,0.06
Q8VIH9,P32238,0.09
Q8VIH9,Q9Y271,0.11
Q8VIH9,P35351,0.1
Q8VIH9,P08173,0.07
Q8VIH9,Q8K418,0.13
Q8VIH9,O95136,0.07
Q8VIH9,P21730,0.1
Q8VIH9,P79400,0.06
Q8VIH9,Q64264,0.08
Q8VIH9,P30935,0.12
Q8VIH9,P32745,0.12
Q8VIH9,P08482,0.07
Q8VIH9,P12657,0.07
Q8VIH9,P35367,0.07
Q8VIH9,P51678,0.12
Q8VIH9,Q9JII9,0.07
Q8VIH9,Q8MJ89,0.14
Q8VIH9,Q9WV26,0.13
Q8VIH9,Q99P50,0.12
Q8VIH9,Q3BCU0,0.06
Q8VIH9,Q62758,0.08
Q8VIH9,P32239,0.07
Q8VIH9,P21451,0.07
Q8VIH9,P35370,0.13
Q8VIH9,Q15761,0.06
Q8VIH9,Q64077,0.08
Q8VIH9,P08913,0.08
Q8VIH9,Q5DUB1,0.07
Q8VIH9,P23944,0.06
Q8VIH9,P32211,0.07
Q8VIH9,P33766,0.11
Q8VIH9,P30553,0.08
Q8VIH9,P21729,0.12
Q8VIH9,P32304,0.09
Q8VIH9,P30548,0.08
Q8VIH9,Q01337,0.09
Q8VIH9,P25106,0.13
Q8VIH9,P46002,0.1
Q8VIH9,Q969V1,0.12
Q8VIH9,Q9ESG6,0.09
Q8VIH9,P21728,0.06
Q8VIH9,O43603,0.17
Q8VIH9,P79350,0.15
Q8VIH9,P49285,0.08
Q8VIH9,P41597,0.11
Q8VIH9,Q6IYF9,0.1
Q8VIH9,P50130,0.06
Q8VIH9,O88319,0.09
Q8VIH9,Q9UKP6,0.64
Q8VIH9,P35463,0.07
Q8VIH9,P46626,0.07
Q8VIH9,P21556,0.1
Q8VIH9,P30559,0.08
Q8VIH9,P20288,0.08
Q8VIH9,P61169,0.08
Q8VIH9,P29089,0.13
Q8VIH9,Q99705,0.14
Q8VIH9,Q13304,0.12
Q8VIH9,Q15722,0.08
Q8VIH9,P41143,0.15
Q8VIH9,P33533,0.14
Q8VIH9,Q96P65,0.1
Q8VIH9,P52702,0.08
Q8VIH9,P07550,0.09
Q8VIH9,P25102,0.07
Q8VIH9,P30969,0.07
Q8VIH9,P30411,0.11
Q8VIH9,P35372,0.15
Q8VIH9,P50052,0.1
Q8VIH9,P30875,0.16
Q8VIH9,O08786,0.08
Q8VIH9,P31391,0.19
Q8VIH9,P31389,0.07
Q8VIH9,P32302,0.09
Q8VIH9,Q2NNR5,0.12
Q8VIH9,P25116,0.1
Q8VIH9,P25105,0.1
Q8VIH9,Q63931,0.08
Q8VIH9,Q80Z39,0.12
Q8VIH9,P13945,0.07
Q8VIH9,Q923Y8,0.08
Q8VIH9,P97639,0.13
Q8VIH9,Q8TDS4,0.12
Q8VIH9,O70528,0.09
Q8VIH9,Q60484,0.08
Q8VIH9,Q3U6B2,0.12
Q8VIH9,P49660,0.21
Q8VIH9,P30547,0.07
Q8VIH9,P49146,0.07
Q8VIH9,O54798,0.12
Q8VIH9,P30545,0.08
Q8VIH9,P43140,0.1
Q8VIH9,P54833,0.08
Q8VIH9,P35383,0.09
Q8VIH9,Q60614,0.06
Q8VIH9,Q15077,0.1
Q8VIH9,P25929,0.11
Q8VIH9,O88410,0.07
Q8VIH9,P20789,0.09
Q8VIH9,Q95254,0.11
Q8VIH9,Q9BDS8,0.1
Q8VIH9,Q9Y5Y4,0.07
Q8VIH9,P49681,0.15
Q8VIH9,P30098,0.08
Q8VIH9,Q9Y2T6,0.07
Q8VIH9,Q8TCW9,0.11
Q8VIH9,P30552,0.07
Q8VIH9,Q14330,0.08
Q8VIH9,P25104,0.13
Q8VIH9,P30680,0.16
Q8VIH9,Q9EP66,0.11
Q8VIH9,P18871,0.08
Q8VIH9,P11229,0.07
Q8VIH9,P21452,0.08
Q8VIH9,P42866,0.16
Q8VIH9,P23945,0.06
Q8VIH9,Q1ZY22,0.1
Q8VIH9,P61073,0.11
Q8VIH9,P35377,0.13
Q8VIH9,Q9Z2J6,0.07
Q8VIH9,P08100,0.06
Q8VIH9,P35348,0.1
Q8VIH9,O08725,0.11
Q8VIH9,P32247,0.13
Q8VIH9,Q91ZY2,0.08
Q8VIH9,Q01717,0.08
Q8VIH9,P32300,0.15
Q8VIH9,O08565,0.11
Q8VIH9,P69332,0.07
Q8VIH9,P51684,0.12
Q8VIH9,P48302,0.07
Q8VIH9,Q96RJ0,0.07
Q8VIH9,P25103,0.07
Q8VIH9,P30550,0.11
Q8VIH9,P26255,0.07
Q8VIH9,P47901,0.1
Q8VIH9,P30518,0.08
Q8VIH9,P28565,0.07
Q8VIH9,Q8K4Z4,0.08
Q8VIH9,P25115,0.07
Q8VIH9,Q9H3N8,0.06
Q8VIH9,P34976,0.13
Q8VIH9,P34975,0.16
Q8VIH9,Q91ZY1,0.07
Q8VIH9,P61814,0.11
Q8VIH9,P97520,0.12
Q8VIH9,O43193,0.08
Q8VIH9,O08858,0.14
Q8VIH9,P41145,0.14
Q8VIH9,P35414,0.12
Q8VIH9,P51675,0.12
Q8VIH9,P30989,0.09
Q8VIH9,P14600,0.07
Q8VIH9,Q13639,0.09
Q8VIH9,P33535,0.15
Q8VIH9,Q96P88,0.06
Q8VIH9,P35368,0.09
Q8VIH9,Q9TT96,0.08
Q8VIH9,Q923Y9,0.08
Q8VIH9,Q6W5P4,0.09
Q8VIH9,P25095,0.13
Q8VIH9,P48974,0.1
Q8VIH9,Q9JI35,0.06
Q8VIH9,O08556,0.11
Q8VIH9,P35408,0.06
Q8VIH9,Q9QYN8,0.06
Q8VIH9,Q63371,0.1
Q8VIH9,O70342,0.06
Q8VIH9,P30551,0.09
Q8VIH9,P29371,0.1
Q8VIH9,P51682,0.12
Q8VIH9,P14416,0.08
Q8VIH9,Q9MYW9,0.16
Q8VIH9,Q8JZL2,0.13
Q8VIH9,P08912,0.08
Q8VIH9,P47900,0.11
Q8VIH9,P49684,0.83
Q8VIH9,P28221,0.08
Q8VIH9,P21918,0.07
Q8VIH9,Q9NS75,0.1
Q8VIH9,Q62805,0.12
Q8VIH9,P24530,0.08
Q8VIH9,P02699,0.07
Q8VIH9,P32249,0.12
Q8VIH9,P51686,0.09
Q8VIH9,P49286,0.08
Q8VIH9,P20309,0.07
Q8VIH9,Q9ERZ3,0.07
O60502,Q8XL08,0.09
O60502,Q89ZI2,0.09
P03300,P12915,0.52
P03300,P04936,0.45
P03300,P06210,0.93
P03300,P03303,0.54
P03300,P03313,0.6
P03300,Q71LY2,0.83
P03300,Q66282,0.6
P03300,P08617,0.05
P03300,P13900,0.59
P03300,P21404,0.6
P03300,P03302,0.92
P03300,P22055,0.83
P03300,P06441,0.05
P03300,P29813,0.6
P03300,O91734,0.6
P03300,Q82122,0.45
P03300,Q8V397,0.57
P03300,P23008,0.45
P03300,P13901,0.05
O95263,P14646,0.12
O95263,O00408,0.05
O95263,P51160,0.06
O95263,Q08493,0.12
O95263,Q9QYJ6,0.04
O95263,Q01063,0.12
O95263,Q3UEI1,0.12
O95263,P14270,0.12
O95263,Q8CA95,0.04
O95263,Q4ZHU6,0.06
O95263,Q13946,0.1
O95263,P14100,0.09
O95263,P35913,0.05
O95263,O76083,0.09
O95263,Q07343,0.12
O95263,Q8IW54,0.05
O95263,Q01064,0.08
O95263,Q13370,0.08
O95263,P16499,0.05
O95263,Q01061,0.08
O95263,Q28156,0.05
O95263,Q01066,0.08
O95263,P70453,0.1
O95263,P14099,0.05
O95263,P16586,0.06
O95263,P54750,0.09
O95263,Q14123,0.09
O95263,Q14432,0.08
O95263,Q9NP56,0.09
O95263,Q9Y233,0.03
O95263,P23439,0.05
O95263,O60658,0.61
O95263,Q63421,0.09
O95263,P27815,0.11
O95263,P14644,0.12
O95263,O89084,0.11
O95263,Q28263,0.05
O95263,O54735,0.05
O95263,O76074,0.05
O95263,Q62865,0.09
O95263,Q63085,0.08
O95263,Q9HCR9,0.06
O95263,P11541,0.05
O95263,P54748,0.11
O95263,Q08499,0.12
P00488,Q08188,0.27
P00488,P21981,0.27
P00488,P22735,0.38
P00488,O95932,0.26
P00488,P21980,0.28
O35854,P54687,0.58
O35854,P0AB80,0.11
O35854,P54690,0.57
O35854,O15382,0.83
P23204,P10276,0.18
P23204,P37238,0.54
P23204,O35627,0.11
P23204,P49881,0.14
P23204,P10828,0.14
P23204,Q59FW3,0.14
P23204,P51450,0.11
P23204,P18113,0.14
P23204,Q03181,0.57
P23204,P19785,0.1
P23204,P55055,0.1
P23204,P37230,0.99
P23204,Q07869,0.94
P23204,Q9Y5X4,0.11
P23204,P22199,0.08
P23204,Q14541,0.11
P23204,O95718,0.11
P23204,Q96RI1,0.14
P23204,P51449,0.11
P23204,P06537,0.08
P23204,P11473,0.14
P23204,P28700,0.15
P23204,O00482,0.1
P23204,P04150,0.09
P23204,Q62986,0.09
P23204,Q13133,0.17
P23204,P35396,0.57
P23204,P15207,0.07
P23204,P08235,0.08
P23204,Q05343,0.15
P23204,P49884,0.1
P23204,O08537,0.09
P23204,P06211,0.1
P23204,P62508,0.12
P23204,P37231,0.55
P23204,P18911,0.17
P23204,P11474,0.1
P23204,P10589,0.14
P23204,Q13285,0.1
P23204,P06186,0.07
P23204,Q14994,0.12
P23204,P06536,0.08
P23204,P10275,0.07
P23204,P28702,0.14
P23204,P19091,0.07
P23204,O88275,0.54
P23204,P41235,0.12
P23204,Q92731,0.09
P23204,P22605,0.19
P23204,P07812,0.08
P23204,P13053,0.14
P23204,P11416,0.18
P23204,Q5BJR8,0.16
P23204,P43354,0.12
P23204,P28704,0.1
P23204,P10826,0.19
P23204,P06401,0.07
P23204,O42392,0.14
P23204,P19793,0.15
P23204,O75469,0.13
P23204,P22736,0.13
P23204,P49116,0.1
P23204,P03372,0.09
P23204,P48443,0.16
P23204,P63059,0.13
P23204,P35398,0.11
P23204,O18531,0.14
P23204,P10827,0.13
P23204,Q92753,0.11
P23204,Q63449,0.08
P23204,Q28037,0.14
P23204,P34021,0.14
P23204,P49743,0.1
P23204,P13631,0.17
P23204,P28705,0.16
P18085,Q92930,0.14
P18085,P63096,0.12
P18085,P20339,0.13
P18085,P62330,0.67
P18085,Q9Y6B6,0.24
P18085,P84077,0.83
P18085,P62491,0.12
P18085,Q26000,0.12
P18085,P11233,0.12
P18085,P36405,0.39
P18085,P40616,0.55
P18085,Q96KC2,0.47
P18085,Q9Y689,0.48
P03303,P12915,0.48
P03303,P04936,0.47
P03303,P06210,0.55
P03303,P03313,0.54
P03303,Q71LY2,0.55
P03303,Q66282,0.54
P03303,P08617,0.05
P03303,P13900,0.54
P03303,P21404,0.54
P03303,P03302,0.55
P03303,P22055,0.55
P03303,P06441,0.05
P03303,P29813,0.53
P03303,O91734,0.54
P03303,Q82122,0.48
P03303,P03300,0.55
P03303,Q8V397,0.51
P03303,P23008,0.48
P03303,P13901,0.05
Q63016,O43246,0.06
Q63016,Q9UHI5,0.48
Q63016,P52569,0.07
Q63016,Q8WY07,0.08
Q63016,Q9UPY5,0.42
Q63016,P30825,0.08
Q63016,P82251,0.39
C0H419,P10802,0.31
C0H419,P05165,0.4
C0H419,Q96RQ3,0.32
Q96PR1,Q63881,0.19
Q96PR1,Q14003,0.47
Q96PR1,P25122,0.55
Q96PR1,O88943,0.09
Q96PR1,P0A333,0.04
Q96PR1,O43526,0.09
Q96PR1,Q92953,0.24
Q96PR1,P0A334,0.04
Q96PR1,O95180,0.04
Q96PR1,Q62976,0.04
Q96PR1,Q96RP8,0.18
Q96PR1,P17658,0.19
Q96PR1,Q08460,0.04
Q96PR1,P15387,0.24
Q96PR1,Q9EQ60,0.04
Q96PR1,O70344,0.05
Q96PR1,P16389,0.19
Q96PR1,P51787,0.07
Q96PR1,Q9NSA2,0.2
Q96PR1,Q98GN8,0.04
Q96PR1,P22460,0.18
Q96PR1,Q16322,0.17
Q96PR1,P56696,0.07
Q96PR1,P22459,0.19
Q96PR1,Q9NR82,0.07
Q96PR1,Q9UK17,0.2
Q96PR1,P48547,0.53
Q96PR1,O43525,0.07
Q96PR1,P22001,0.19
Q96PR1,Q09470,0.2
Q96PR1,Q12791,0.04
Q96PR1,Q03721,0.56
Q96PR1,Q9NZV8,0.19
Q96PR1,Q14721,0.24
P30305,P30307,0.23
P30305,P30304,0.34
P18314,P41020,0.64
P18314,P81006,0.05
P18314,P07374,0.59
P18314,Q8VTT5,0.04
Q9HTN2,P0A6C8,0.17
Q9HTN2,Q8N159,0.08
P23297,P25815,0.54
P23297,Q99584,0.29
P23297,P29034,0.52
P23297,P26447,0.53
P23297,P31949,0.45
P23297,P60903,0.48
P23297,P04271,0.57
P23297,P29377,0.33
P23297,P80511,0.34
P53985,O15403,0.21
P53985,P36021,0.15
P53985,O15374,0.15
P53985,O60669,0.56
P53985,P53987,0.82
P53985,O95907,0.32
P53985,O15375,0.23
P53985,O15427,0.35
P0C002,P0AC13,0.21
P0C002,Q81VW8,0.23
P0C002,P0C0X2,0.14
P0C002,Q49184,1
P0C002,P0C0X1,0.2
P0C002,P53848,0.12
P0C002,Q27738,0.11
O00748,P12337,0.42
O00748,P81908,0.24
O00748,O42275,0.22
O00748,Q8VCT4,0.43
O00748,P21836,0.25
O00748,P22303,0.25
O00748,Q63010,0.41
O00748,P32947,0.11
O00748,P19835,0.19
O00748,P20261,0.12
O00748,P06276,0.24
O00748,P23795,0.24
O00748,P23141,0.41
O00748,P37136,0.24
O00748,P07140,0.19
O00748,P04058,0.24
O00748,P36196,0.17
O00748,Q03311,0.24
O00748,Q29550,0.43
O00748,Q9UKY3,0.23
P48651,Q9BVG9,0.23
Q92843,P10415,0.39
Q92843,Q16548,0.13
Q92843,Q07817,0.41
Q92843,P97287,0.12
P11167,O70577,0.07
P11167,O15245,0.06
P11167,O70594,0.05
P11167,Q7L0J3,0.05
P11167,O75751,0.06
P11167,P11168,0.56
P11167,O15244,0.06
P11167,O76082,0.06
P11167,Q9R0W2,0.06
P11167,Q63089,0.06
P11167,P11166,0.98
P11167,Q9Y694,0.05
P11167,Q9R141,0.05
P11167,O08966,0.06
P11167,Q9H015,0.06
Q96MA6,P30085,0.05
Q96MA6,P27142,0.09
Q96MA6,P84139,0.09
Q96MA6,P00568,0.06
Q96MA6,P69441,0.1
Q96MA6,P16304,0.09
Q96MA6,P54819,0.08
Q99705,Q99500,0.07
Q99705,P41231,0.1
Q99705,P18825,0.07
Q99705,P37288,0.1
Q99705,Q9H1C0,0.07
Q99705,P29276,0.06
Q99705,P30939,0.08
Q99705,Q9H244,0.09
Q99705,P51582,0.1
Q99705,Q16581,0.08
Q99705,P21462,0.13
Q99705,P15823,0.1
Q99705,Q6Y1R5,0.12
Q99705,P18841,0.1
Q99705,P08485,0.07
Q99705,Q8BLD9,0.08
Q99705,Q63634,0.07
Q99705,Q61616,0.08
Q99705,P21761,0.08
Q99705,P46663,0.12
Q99705,P19020,0.08
Q99705,P25024,0.07
Q99705,P32248,0.09
Q99705,P35346,0.19
Q99705,O08726,0.14
Q99705,P10608,0.09
Q99705,P06199,0.06
Q99705,P22909,0.08
Q99705,P51680,0.11
Q99705,O54814,0.13
Q99705,P41146,0.17
Q99705,P35364,0.09
Q99705,P18130,0.1
Q99705,P50391,0.07
Q99705,P08483,0.07
Q99705,P30873,0.21
Q99705,Q00788,0.07
Q99705,P18089,0.07
Q99705,Q01338,0.08
Q99705,P32305,0.09
Q99705,P49652,0.12
Q99705,O60755,0.12
Q99705,P08911,0.07
Q99705,P51685,0.1
Q99705,P41144,0.18
Q99705,P25021,0.09
